source_id,catalogs,ra,dec,radial_velocity,lamost_rv,delta_rv,V_GSR_gaia_rv,P_unbound_gaia_rv,V_GSR_lamost_rv,P_unbound_lamost_rv,V_GSR_delta,P_unbound_delta
3910919261787056512,"li2021,liao2024",174.35634772339736,7.826483243420996,-7.691658,-14.62,-6.928341979980468,387.79143850099103,0.0,389.76398747232776,0.0,1.972548971336721,0.0
4565070577998452096,li2021,254.61474874573278,21.547685878842067,-78.61949,-65.2,13.419491577148435,457.8670048258236,0.042,460.08443266990713,0.048,2.217427844083545,0.005999999999999998
1325038990396158976,li2021,248.28122559116755,33.389827982748585,-228.63194,-241.08,-12.448057250976575,357.6207885394702,0.0,360.2521501780443,0.0,2.6313616385741057,0.0
4601980530506725888,"li2021,liao2024",262.93611671713546,32.98671698981776,-412.51013,-415.33,-2.819868164062484,468.47729292080965,0.001,469.83350622227243,0.0,1.3562133014627875,-0.001
725973412895939584,li2021,155.87674177239288,24.65538054711057,-63.611305,-70.86,-7.248694763183593,363.24198022855893,0.0,365.8587082380824,0.0,2.616728009523456,0.0
4458473093187331584,"li2021,liao2024",242.3473326057651,13.893626820180856,-284.61465,-288.2,-3.5853454589843636,452.18004177144053,0.0,453.6789434354653,0.0,1.4989016640247996,0.0
1383279090527227264,"li2021,liao2024",240.3373434419254,41.166772756632206,-183.59418,-183.97,-0.37582275390624886,648.2704564538101,0.996,648.2863187656455,0.993,0.015862311835462606,-0.0030000000000000027
4407486097603812480,li2021,246.9066039313322,-0.3854769709173847,-175.82933,-179.6,-3.770669555664057,383.2329295407436,0.0,384.3267331240581,0.0,1.0938035833144681,0.0
4571257044593546496,li2021,255.57807366135881,22.85224963513381,-241.95529,-244.59,-2.6347082519531284,308.4221418624112,0.0,309.1923336641174,0.0,0.7701918017062326,0.0
1785504976820834048,li2021,319.9329668802389,18.358958003589915,-180.97534,-183.66,-2.6846582031249966,356.9394837823204,0.0,356.69952162137645,0.0,-0.2399621609439464,0.0
3727307245219281792,li2021,209.71983917038634,11.151311295060554,26.539139,22.54,-3.9991387939453134,350.6908712460988,0.0,350.44166356998835,0.0,-0.24920767611047268,0.0
1189859739480364032,li2021,237.3623183522661,12.16811637318781,-175.208,-186.3,-11.092007446289074,363.06112745666974,0.0,366.1705320005448,0.0,3.109404543875087,0.0
1428780386377656448,li2021,241.47550322423,53.150071448158194,-309.08923,-311.1,-2.0107666015625227,336.235974194071,0.0,337.0347363723247,0.0,0.7987621782536962,0.0
896734887315190272,li2021,109.18026006008495,35.07260326688921,-255.03085,-259.73,-4.699146728515643,301.28121296268114,0.0,305.59348170255004,0.0,4.312268739868898,0.0
1279002644699609856,"li2021,liao2024",230.8242014900509,35.3535194787406,-286.8817,-299.58,-12.698286132812484,373.19630871438534,0.006,378.9406633771094,0.004,5.744354662724049,-0.002
1197781136644152576,"li2021,liao2024",235.20360993027262,18.47617774950237,-18.212955,-20.37,-2.1570445251464854,411.6487348981163,0.0,411.27427294638494,0.0,-0.3744619517313481,0.0
3855198520751976832,li2021,157.83028487762482,0.8843459453974081,42.953957,31.55,-11.403956604003906,311.0109342016408,0.0,315.0707926200591,0.0,4.059858418418287,0.0
1372772466649676544,li2021,236.72133815456598,35.219057510782136,-210.78366,-204.55,6.233660888671864,367.0550054137623,0.0,365.8456610623554,0.0,-1.2093443514068554,0.0
3648546993938943616,li2021,221.17385627428717,-2.798229197672751,16.383322,6.59,-9.793321762084961,329.45899542099056,0.0,329.53905051135996,0.0,0.08005509036939884,0.0
1505326015081603584,li2021,214.19100372827066,46.404586858281434,-30.866135,-36.96,-6.093865356445313,360.10154679144404,0.0,358.7559705330959,0.0,-1.34557625834816,0.0
1319620322217052672,li2021,239.51287111379258,28.174762748779717,-21.540707,-23.42,-1.8792933654785173,357.7419868365844,0.0,357.1917193970224,0.0,-0.550267439561992,0.0
1419012565594414592,li2021,256.1221565441683,52.87672972453351,-126.794525,-130.21,-3.415474853515633,344.83759520172714,0.0,344.1368837210332,0.0,-0.7007114806939398,0.0
1288726553737756928,"li2021,liao2024",226.41368222792264,32.6117104221601,-50.800407,-60.98,-10.179592590332028,443.24710643204503,0.034,442.10002810936356,0.026,-1.147078322681466,-0.008000000000000004
1366088157507230208,li2021,257.3233139380522,48.11857072155313,-42.325397,-53.93,-11.604602508544922,376.7671630824456,0.0,372.1407125057262,0.0,-4.626450576719435,0.0
4459976988872598272,li2021,245.24353600336548,11.58670040413366,102.58686,91.08,-11.506860656738283,401.21969947622773,0.0,395.5874673775649,0.0,-5.632232098662826,0.0
1327043297014218752,"li2021,liao2024",252.53487095689977,35.51629575693624,-152.56299,-159.03,-6.467011718750001,395.2454767071967,0.0,394.9807344608336,0.0,-0.26474224636308463,0.0
1406194871355128064,li2021,250.8253108427333,45.879987110493396,-384.62686,-398.81,-14.183138427734377,365.9423833510063,0.0,373.90641634292854,0.0,7.964032991922238,0.0
2148005748521592704,"li2021,liao2024",278.9082671082449,56.225317591377674,-436.74716,-441.54,-4.7928381347656455,435.8694242402228,0.064,438.1947353866858,0.072,2.3253111464629797,0.007999999999999993
1321524641996311552,li2021,239.78971716785412,32.04533624830643,-168.02908,-171.17,-3.1409167480468625,274.1814196333474,0.0,274.55735258725275,0.0,0.3759329539053624,0.0
1319850910420860544,li2021,238.41056729749198,28.31942332780725,-134.91722,-141.97,-7.052778930664061,259.83029300047895,0.0,260.2010204888168,0.0,0.3707274883378773,0.0
4454762486259697024,li2021,240.5153475817129,9.525192706280086,170.80856,166.69,-4.118563232421877,411.6606482373701,0.0,409.17022908739256,0.0,-2.4904191499775266,0.0
1172784530055677952,li2021,219.83049286194804,8.00743879010722,293.3307,286.96,-6.3706884765625205,441.65794032035467,0.001,437.21958696414623,0.003,-4.438353356208438,0.002
