source_id,catalogs,ra,dec,distance_pc,distance_source,U,V,W,V_total,V_GSR,v_esc,v_over_vesc,V_GSR_mc_mean,V_GSR_mc_std,P_v500,P_unbound_final,ruwe,parallax_over_error,radial_velocity,lamost_rv,lamost_teff,lamost_logg,lamost_feh,lamost_designation
1158126425149936384,liao2024,223.48307932069665,4.66932940083188,8255.8056640625,bailer_jones_geo,-376.58429055815776,-494.31074127290697,211.26864276258735,656.3484411863164,492.07171277201945,596.1496677954178,0.8254164001998319,500.64182490968534,92.21632121481468,0.479,0.09,1.2273569,5.897351639536962,-60.835308,-62.8,4339.06,0.905,-1.279,J145355.95+044009.6
2123569205674089856,liao2024,275.49746099365746,49.44002895389446,9852.4873046875,bailer_jones_geo,-116.17768734106012,-265.27743690542246,403.13526958137226,496.37427325302946,424.188434747472,485.5963616207508,0.8735412129771305,424.9677673723409,37.32563870712576,0.035,0.083,1.1088649,6.842720715058405,-88.116356,-91.75,4204.98,0.867,-1.233,J182159.40+492624.0
1282795032101821952,liao2024,220.02221516260366,30.26808385486539,9972.65234375,bailer_jones_geo,115.87430508814565,-556.9430680794472,-221.5162847321331,610.4767809367822,398.97539598879706,538.5598423357304,0.7408190596952856,411.6436465744149,84.54817738277914,0.137,0.076,0.9272807,5.2039109141778415,-335.5327,-337.28,4665.86,1.28,-2.338,J144005.34+301605.2
1273534017460399744,liao2024,232.72173808227015,29.379977648466664,8295.0625,bailer_jones_geo,360.3429940313717,-500.48406249805294,-147.36218497120828,634.0717496636613,473.0065722137829,541.4740365188918,0.8735535599356108,476.1094162647025,43.09280574308803,0.281,0.076,0.9874068,11.875575015149737,-184.81549,-194.65,4274.37,1.274,-0.897,J153053.21+292248.1
3584384752382223360,liao2024,185.5702611969482,-6.562640793925905,8366.1845703125,bailer_jones_geo,346.8841148854039,-384.6439783850834,-100.15505452080166,527.5515275438024,396.59857620561684,514.6352154161666,0.770640182259782,404.8444385278041,67.4851126178717,0.091,0.067,0.8871603,6.4132059390000915,188.86005,178.57,4516.22,0.969,-2.411,J122216.85-063345.2
2672173998389739264,liao2024,321.32613344862534,-4.4492698307200955,7695.7978515625,bailer_jones_geo,260.49290089324313,-555.6889084122445,131.75617679085914,627.6992946233992,436.3109112868787,538.1840692501219,0.81070945094085,440.7409396562036,57.861859976004666,0.152,0.067,1.0225912,7.229039551578913,-272.49826,-270.28,4401.27,1.047,-1.387,J212518.27-042657.1
2148005748521592704,"li2021,liao2024",278.9082671082449,56.225317591377674,6471.23486328125,bailer_jones_geo,304.4784396333662,-535.2812171420611,65.33583687132118,619.2752806356247,435.8694242402228,495.4088483733204,0.8798176004958413,438.07450472079694,34.41678158939451,0.043,0.064,0.89968216,7.957136797838929,-436.74716,-441.54,4970.51,2.475,-1.161,J183537.99+561331.1
4374395985929111040,liao2024,260.8585560385602,0.43970346542367467,5249.572265625,bailer_jones_geo,195.20666701831016,-614.7159003237158,70.4874290136836,648.8064107329343,430.90302221897383,575.720904268897,0.7484581835119811,436.4880419656251,94.14134026733231,0.245,0.059,0.99934596,5.7786553420151785,-32.17853,-37.84,6246.4,4.153,-1.016,J172326.05+002623.1
4565070577998452096,li2021,254.61474874573278,21.547685878842067,7100.7314453125,bailer_jones_geo,-284.19061265537033,-184.46390980837901,355.9111943309365,491.38988246941165,457.8670048258236,549.9238158687369,0.8326007923525053,463.0180258595733,47.24527714088431,0.214,0.042,1.0906546,6.568416878087363,-78.61949,-65.2,6554.95,4.331,-1.411,J165827.53+213251.8
1470738952685112576,liao2024,204.4608081217598,34.05340245317514,6098.94140625,bailer_jones_geo,-354.2834197967793,-420.7637593048909,96.34424175589142,558.4273413854329,397.60207382152606,515.6675549206703,0.7710434174643636,399.92254778733655,61.672504068987784,0.057,0.041,1.0028507,5.808160708280644,-14.063522,-19.56,5001.66,2.347,-1.391,J133750.61+340312.3
