source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,catalogs,parallax_over_error,distance_kpc,U,V,W,V_total,V_GSR,x_gc,y_gc,z_gc,R_gc,v_esc,v_ratio,V_total_mc_mean,V_total_mc_std,V_GSR_mc_mean,V_GSR_mc_std,P_v500,P_unbound,has_rv,n_mc_ok,q_ruwe,q_plx,q_rv,q_all,lamost_obsid,lamost_designation,lamost_gaia_source_id,lamost_ra,lamost_dec,lamost_snrg,lamost_snrr,lamost_snri,lamost_snrz,lamost_snru,lamost_class,lamost_subclass,lamost_teff,lamost_teff_err,lamost_logg,lamost_logg_err,lamost_feh,lamost_feh_err,lamost_rv,lamost_rv_err,lamost_alpha_m,lamost_alpha_m_err,lamost_best_sep_arcsec,lamost_n_matches,lamost_best_snr,has_lamost,delta_rv,q_gaia_astrometry,q_gaia_rv,q_lamost,q_lamost_rv,q_rv_consistent,rv_outlier,q_lamost_params,lamost_snr_used,q_lamost_snr,q_lamost_quality,sample_gaia_only_clean,sample_gaia_lamost_clean,sample_final_strict,sample_rv_outlier_followup,preliminary_unbound,high_conf_unbound,very_high_velocity
1264746445652712320,225.53877878596768,24.495072306645984,0.15469520015099048,0.018353697,-15.865302739895352,0.013835931,6.305382805076573,0.01732055,3.8433144,4.3422894,13.894609,14.134648,13.495892,1.2747475,li2021,8.428558065890542,6.464324678619302,-414.9405305212504,-188.20717824199937,257.1348818372591,523.1786819706377,484.9164272884822,-5.511125912280367,1.8338075729230245,5.642909827179099,5.808214789030958,543.1046025402752,0.8928600954961012,529.8157077912961,66.82292640112831,491.7138207551918,59.49456912257109,0.39,0.158,True,1000,True,True,True,True,633107233.0,J150209.28+242942.4,1.2647464456527124e+18,225.538696,24.495119,44.73,55.88,62.11,38.9,9.29,STAR,A2,6377.18,32.44,4.118,0.047,-1.981,0.028,-47.77,4.44,0.373003,0.004734,0.3190750881265479,4.0,44.73,True,-51.613314409255985,True,True,True,True,False,True,True,44.73,True,True,True,True,False,True,False,False,False
2874966759081257728,358.73652002071367,33.94047152057461,7.82873024759015,0.016356733,23.211116338938925,0.01727068,-18.928474207926914,0.01145957,-109.08285,36.370564,13.025951,13.768119,12.182902,1.0887178,li2021,478.62433121277064,0.12773463491194134,24.772419485577398,-101.06296834992665,37.42430503404883,110.58017429064408,156.06098674296467,-8.160403148539727,0.10666152053626449,-0.03804393610498982,8.161100184819459,511.0797566080126,0.30535544545674537,110.80316609835839,33.41670606921275,158.63597954695751,18.944538933324964,0.0,0.0,True,1000,True,True,True,True,616411118.0,J235456.73+335626.0,2.874966759081258e+18,358.736404,33.940563,42.02,120.16,172.92,141.91,2.86,STAR,K7,4170.84,35.95,4.487,0.052,-0.475,0.033,232.61,4.95,,,0.4780427676963096,1.0,42.02,True,341.69284759521486,True,True,True,True,False,True,True,42.02,True,True,True,True,False,True,False,False,False
