source_id,v_grf_bj,v_grf_mc_mean_bj,v_grf_mc_std_bj,P_v500_bj,P_unbound_bj,v_esc,catalogs,distance_kpc_bj,distance_kpc_invplx,v_grf_invplx,v_grf_mc_mean_invplx,v_grf_mc_std_invplx,P_v500_invplx,P_unbound_invplx,delta_P_unbound,distance_ratio_bj_over_invplx
1323248882386869120,370.1174753864097,370.2302306193553,8.817633306851079,0.0,0.0,524.8352924263064,li2021,3.17129248046875,3.3300692066578055,383.4999911015222,383.51071394905284,9.729668096547632,0.0,0.0,0.0,0.9523202923616082
2043980781626220160,439.9816845705983,440.05725878449505,4.3034737877808364,0.0,0.0,516.3928920577531,"li2021,liao2024",1.1201876220703124,1.1586437717740752,447.0626146142137,447.16414189619337,3.746453688319712,0.0,0.0,0.0,0.9668093415417234
4564648331173245568,453.70292443210934,457.94633508240315,49.003908094785416,0.174,0.039,551.288743601744,"li2021,liao2024",6.80011865234375,9.024007349271102,601.9979912612877,622.1761889243768,116.79215191032944,0.876,0.694,-0.6549999999999999,0.753558634113149
1325089293053553664,413.260890743982,413.593579778492,9.965583405290692,0.0,0.0,520.2486111893329,"li2021,liao2024",1.8582523193359375,1.9660107022557172,431.41625108156245,431.7393094878566,10.420676720457353,0.0,0.0,0.0,0.9451893202838915
111520616843040640,313.75382439582455,313.9845246321363,14.452091514030787,0.0,0.0,487.7208573563564,li2021,2.836529541015625,3.232524536909681,360.5024045587099,362.57383376069214,22.597189219687653,0.0,0.0,0.0,0.8774966774814862
1302386920560766592,276.52150167108533,278.71294077526835,39.06627442844822,0.0,0.0,549.283904388893,li2021,7.214123046875,9.498611518260628,402.9789933871061,413.10363327164833,73.76850949562564,0.116,0.055,-0.055,0.7594923777023823
3800899310813242496,402.8069135840931,403.00786873438375,6.216664698133966,0.0,0.0,508.4626459363847,"li2021,liao2024",2.72639599609375,3.0445545439370343,417.3452166514537,418.13838523288547,6.997563914184639,0.0,0.0,0.0,0.8954991466725831
1298012135592707072,369.6556369893257,370.47477606650887,12.368504709164931,0.0,0.0,541.4822410412542,li2021,4.5439384765625,5.142666139877428,401.67891276010175,402.95858184393416,19.576193465401328,0.0,0.0,0.0,0.8835764082229149
1591118433495659520,411.16420223324144,415.57916224132407,49.51217390386684,0.052,0.039,509.6743379106864,"li2021,liao2024",5.2618251953125,6.047569574204893,503.42577055399437,505.42278934919085,58.36370500065763,0.498,0.435,-0.396,0.8700727012312713
1330646534057434240,358.9696253174582,358.932597537885,20.498770815192497,0.0,0.0,524.8200803475323,li2021,4.915537109375,5.781879310604626,436.9055232532784,437.2115483366852,34.32680450648417,0.045,0.011,-0.011,0.8501625242089272
1207475255783881088,441.4269994160115,443.3041612083615,54.45542327446955,0.149,0.025,548.8064499657644,"li2021,liao2024",5.13147265625,6.159608979482072,564.6777166750396,578.0229178648249,90.97191650461725,0.807,0.565,-0.5399999999999999,0.8330841573455654
3829022408774668800,384.8881869511303,388.2260210683452,26.274864113996575,0.0,0.001,495.4032045521857,"li2021,liao2024",3.645323974609375,4.320148645738229,452.2415729118527,455.49970462576687,36.36971779082535,0.118,0.165,-0.164,0.8437959601703613
1283488411626738432,417.02504343656466,418.7991468767178,25.08586875218612,0.001,0.0,521.1341045511521,"li2021,liao2024",3.213447265625,3.4886578151136014,463.1353782494652,465.0410883447133,29.61551548946959,0.126,0.029,-0.029,0.9211127705628419
1550504947867879808,339.8321109826078,340.76336104136067,30.71087255339893,0.0,0.0,504.5135803994416,li2021,5.80428369140625,7.309658135572399,451.39245090563185,458.43694389584334,54.36259199743813,0.217,0.211,-0.211,0.7940567922266768
1284444436982250752,364.1965765513188,364.272105024094,29.10522078457883,0.0,0.0,522.9153473255228,li2021,3.898416015625,4.547492027186038,454.56227760473666,456.6299470299631,42.3044275582358,0.151,0.053,-0.053,0.8572672568350421
4561683669868966656,431.9525825237714,434.6150955676889,49.02979224627105,0.09,0.021,551.8810040706825,"li2021,liao2024",7.56588916015625,9.846133020450045,545.747109162973,555.5814383626788,81.390557563397,0.739,0.478,-0.45699999999999996,0.7684122431052054
1167423311358847744,280.67594831493847,281.8473013335776,14.68698510295925,0.0,0.0,539.0611911152351,li2021,3.427280517578125,3.7404445211303057,306.0625960370765,306.91797335329085,18.275732548904084,0.0,0.0,0.0,0.9162762602725231
3725136049056254592,354.1266421150281,354.6056031401716,12.896168284913593,0.0,0.0,523.9982182019442,li2021,2.852835205078125,3.2349036964056976,390.6999459462883,391.2419964305253,15.70511373556858,0.0,0.0,0.0,0.8818918499020267
1398409401317253504,327.3877655240896,328.74173351463975,13.727633123749428,0.0,0.0,515.9282079496807,li2021,2.78928076171875,2.8958873141023562,343.07134408847503,342.96037624258094,15.270681370109406,0.0,0.0,0.0,0.9631869127419237
4558537967102516352,309.95954946394187,313.2161358028734,35.560896722662456,0.0,0.0,551.4772041079842,li2021,5.1206689453125,6.331344209998987,396.4569365508307,400.0141723231102,50.38287847312772,0.041,0.005,-0.005,0.8087806910301153
3669398682203817984,368.7927574671599,370.8513294506386,35.91008595880287,0.0,0.0,533.3727843802826,li2021,3.31431787109375,3.8280725134188125,458.504320912079,460.67832369285645,45.76993752888564,0.185,0.053,-0.053,0.8657928655938042
4462391894364204160,292.59445554511484,296.8627186309149,33.2115429421861,0.0,0.0,552.8215976963512,li2021,4.831375,5.700515382604959,362.01267051072233,370.1552373573244,52.80024319938271,0.02,0.002,-0.002,0.8475330168817494
1337186910255681792,341.4006326664725,341.68862927411357,9.713840626583176,0.0,0.0,522.1428760049142,li2021,2.984352294921875,3.2274808545139,372.4554285559579,372.9042189172623,12.624876111430565,0.0,0.0,0.0,0.9246692480756347
2121940794593313920,231.46704253347067,231.61307257150992,3.8935090222481223,0.0,0.0,510.1668929472409,li2021,4.7517177734375,5.441706956298727,244.43781491659004,245.10895191573434,7.5882124521498096,0.0,0.0,0.0,0.8732035391831288
1329881651921667584,348.8402018225516,351.5899124261083,44.65598389020906,0.002,0.0,527.6250259768249,li2021,5.33425732421875,6.280000258026943,436.3051588590599,441.6486509617467,67.57631029589518,0.17,0.1,-0.1,0.8494039976193682
2125840899780633728,241.9577579294202,242.5447974373627,7.954698831105359,0.0,0.0,505.57966064915513,li2021,5.7950966796875,6.8811911400980845,270.7602137896454,271.9005544300031,13.702148499226219,0.0,0.0,0.0,0.8421647592258129
4569158940189096960,379.64393034277987,380.33914792286095,9.262361251277547,0.0,0.0,541.2172367118729,li2021,5.75567236328125,7.143841838959077,419.7412359845592,421.7942598992321,19.5261334038138,0.001,0.0,0.0,0.8056830614435753
1332365036371481088,325.84264082859926,328.04237959652454,24.274145805320323,0.0,0.0,521.809126162282,li2021,7.20674853515625,9.034159844929292,432.9223710962462,438.7398453939376,55.155508141416306,0.133,0.096,-0.096,0.797722052615802
369471061241098752,325.91277196613265,327.4735031058488,22.344933327516486,0.0,0.0,473.67275564011356,li2021,5.98361328125,8.246052949927082,460.3665312922035,466.20509260890435,57.60366534137924,0.252,0.485,-0.485,0.7256336234541051
4420963017782711168,444.48766020760144,445.740756064399,17.457749484364722,0.001,0.0,545.084958608752,"li2021,liao2024",3.447223388671875,4.0047599668980824,481.14695451023965,483.3076497704465,27.015863502162688,0.23,0.01,-0.01,0.8607815242774582
1485076859188949760,474.8733173526667,474.78121359824144,4.244361067465797,0.0,0.0,512.2791194895515,"li2021,liao2024",0.5709057006835937,0.5830477821629533,479.029799582929,479.02766112500166,4.263918934464142,0.0,0.0,0.0,0.9791748089079154
4439062078689009152,402.98383741347203,404.3074126019626,22.028500209443386,0.0,0.0,550.2971878849582,li2021,3.75674951171875,4.364980287242278,460.4465306100161,463.3726652980167,32.54282482691103,0.124,0.005,-0.005,0.8606566959073719
1380602398188565376,227.47511171016376,228.23602227796442,10.816859154021863,0.0,0.0,520.4443534754593,li2021,6.66867724609375,8.437965410793666,285.5492264141495,288.1985057199014,26.884298784079416,0.0,0.0,0.0,0.790318153895644
1397690664309963008,356.5959349475076,357.5027897621649,20.380460042994866,0.0,0.0,515.8073092438511,li2021,4.4238623046875,4.687837857052724,386.60135464124363,388.64012025292936,25.532774696197702,0.0,0.0,0.0,0.9436892741569378
1298337316156102144,469.34366702963916,471.9415020347517,57.13187792601757,0.297,0.097,548.199127889029,"li2021,liao2024",5.73095361328125,7.213155863411866,620.7963230329897,627.6528895373999,104.81152401455155,0.921,0.762,-0.665,0.7945140409832313
1229758027151233792,324.877880632473,328.71665222708356,41.82310389504898,0.0,0.0,534.4703783704612,li2021,4.61891796875,5.570982733618011,422.5173854726253,428.02479633132174,61.5601191273664,0.119,0.036,-0.036,0.8291029051081436
4452077135267110912,362.09222066950406,364.7500703873181,38.4044164905783,0.001,0.0,559.9779192246634,li2021,4.77797119140625,5.855391353501245,470.8519661085248,483.7239301406205,72.29968391781695,0.36,0.098,-0.098,0.8159951919437888
1375618037102054272,398.0807905176032,399.3299404863209,31.374053328486873,0.001,0.0,524.7172511290535,"li2021,liao2024",5.53861328125,6.723205374350346,495.9682365243486,501.7666873437425,61.92895693690304,0.468,0.324,-0.324,0.8238054577925471
4383628481987412992,325.6870161782746,328.9809591706272,32.840750716307234,0.0,0.0,557.6183474718556,li2021,3.913501708984375,4.47682665452501,385.46432716363853,390.4413296952667,43.875562033226686,0.01,0.0,0.0,0.8741686938065276
1285140492266249216,339.1714059720901,340.2153838748173,17.852556980748357,0.0,0.0,520.5893645769926,li2021,3.519426513671875,3.8795342897967324,369.35951593157046,371.95718311366704,21.37284066103713,0.0,0.0,0.0,0.907177576166307
2688149803556948992,406.4673138028756,408.6387001052928,27.910105718282505,0.002,0.0,523.4765943376054,"li2021,liao2024",2.519780029296875,2.794877697673105,458.41635577831494,459.6017061349413,37.70244752243202,0.138,0.047,-0.047,0.9015707669050189
4436082127304474624,401.59669832701394,402.64743615197125,31.61176149971156,0.007,0.0,548.2876428133783,li2021,3.388869873046875,3.8814231766990446,456.45164639588535,462.59677173537256,46.666057059223384,0.181,0.028,-0.028,0.8730998190021987
